Clinic;Address;Operator;
ROLAND CONSULT Stasche & Finger GmbH;;;
Patient;Sex;Age;DateOfBirth;TestDate;PatId
SCOTOPIC, PSAMMOMYS;F;;2020-11-24;01/01/2009 01:08:20;
Class;RETIport;
Chan;Name;Range(+/-[V]);LowCut[Hz];HighCut[Hz];StimCode;StimDev;StimFreq;
1;R-1 scotopic 1.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
2;L-2 scotopic 1.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
3;R-1 scotopic 3.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
4;L-2 scotopic 3.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
5;R-1 scotopic 10.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
6;L-2 scotopic 10.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
Plots of Group;3;scotopic single flash 3
Length;512;Dist[s];7.82779E-4;Channels;6
RAW DATA SECTION:;(v2: vertically stored)
Index;Time[s];Channel Values[V]
;;1;2;3;4;5;6;
;;R-1 scotopic 1.0;L-2 scotopic 1.0;R-1 scotopic 3.0;L-2 scotopic 3.0;R-1 scotopic 10.0;L-2 scotopic 10.0;
196;1.526E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.754E-0005;-4.064E-0005;
197;1.534E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.895E-0005;-4.663E-0005;
198;1.542E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.017E-0005;-4.803E-0005;
199;1.550E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.023E-0005;-4.577E-0005;
200;1.558E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.565E-0005;-4.064E-0005;
201;1.566E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.906E-0005;-3.411E-0005;
202;1.573E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.558E-0005;-2.691E-0005;
203;1.581E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.155E-0005;-1.965E-0005;
204;1.589E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.612E-0005;-1.428E-0005;
205;1.597E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.209E-0005;-1.373E-0005;
206;1.605E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.594E-0005;-1.623E-0005;
207;1.613E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.229E-0005;-1.776E-0005;
208;1.620E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.619E-0005;-2.044E-0005;
209;1.628E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.674E-0005;-2.282E-0005;
210;1.636E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.662E-0005;-2.435E-0005;
211;1.644E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.760E-0005;-2.410E-0005;
212;1.652E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.546E-0005;-2.294E-0005;
213;1.659E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.106E-0005;-2.148E-0005;
214;1.667E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.003E-0005;-1.922E-0005;
215;1.675E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.235E-0005;-1.739E-0005;
216;1.683E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.619E-0005;-1.684E-0005;
217;1.691E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.845E-0005;-1.513E-0005;
218;1.699E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.930E-0005;-1.269E-0005;
219;1.706E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.857E-0005;-1.550E-0005;
220;1.714E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.863E-0005;-1.873E-0005;
221;1.722E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.876E-0005;-2.105E-0005;
222;1.730E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.126E-0005;-2.600E-0005;
223;1.738E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.498E-0005;-2.990E-0005;
224;1.746E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.742E-0005;-3.216E-0005;
225;1.753E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.822E-0005;-3.265E-0005;
226;1.761E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.687E-0005;-3.271E-0005;
227;1.769E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.364E-0005;-3.100E-0005;
228;1.777E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.144E-0005;-2.764E-0005;
229;1.785E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.101E-0005;-2.423E-0005;
230;1.793E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.089E-0005;-2.270E-0005;
231;1.800E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.217E-0005;-2.343E-0005;
232;1.808E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.449E-0005;-2.435E-0005;
233;1.816E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.883E-0005;-2.813E-0005;
234;1.824E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.992E-0005;-3.076E-0005;
235;1.832E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.724E-0005;-3.332E-0005;
236;1.840E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.333E-0005;-3.424E-0005;
237;1.847E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.455E-0005;-3.631E-0005;
238;1.855E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.626E-0005;-3.582E-0005;
239;1.863E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.541E-0005;-3.417E-0005;
240;1.871E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.333E-0005;-3.070E-0005;
241;1.879E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.193E-0005;-3.021E-0005;
242;1.886E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.370E-0005;-2.935E-0005;
243;1.894E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.718E-0005;-2.911E-0005;
244;1.902E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.706E-0005;-2.899E-0005;
245;1.910E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.651E-0005;-2.850E-0005;
246;1.918E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.724E-0005;-2.978E-0005;
247;1.926E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.889E-0005;-3.063E-0005;
248;1.933E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.200E-0005;-3.454E-0005;
249;1.941E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.163E-0005;-3.625E-0005;
250;1.949E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.797E-0005;-3.619E-0005;
251;1.957E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.632E-0005;-3.564E-0005;
252;1.965E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.480E-0005;-3.491E-0005;
253;1.973E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.089E-0005;-3.228E-0005;
254;1.980E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.699E-0005;-2.825E-0005;
255;1.988E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.509E-0005;-2.539E-0005;
256;1.996E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.351E-0005;-2.374E-0005;
257;2.004E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.399E-0005;-2.520E-0005;
258;2.012E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.827E-0005;-2.801E-0005;
259;2.020E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.394E-0005;-3.289E-0005;
260;2.027E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.919E-0005;-3.967E-0005;
261;2.035E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.316E-0005;-4.821E-0005;
262;2.043E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.609E-0005;-5.456E-0005;
263;2.051E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.853E-0005;-5.895E-0005;
264;2.059E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-5.079E-0005;-5.987E-0005;
265;2.067E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-5.134E-0005;-5.645E-0005;
266;2.074E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.939E-0005;-5.053E-0005;
267;2.082E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.420E-0005;-4.370E-0005;
268;2.090E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.029E-0005;-3.552E-0005;
269;2.098E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.620E-0005;-2.862E-0005;
270;2.106E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.303E-0005;-2.545E-0005;
271;2.114E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.498E-0005;-2.648E-0005;
272;2.121E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.663E-0005;-2.832E-0005;
273;2.129E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.614E-0005;-3.253E-0005;
274;2.137E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.431E-0005;-3.521E-0005;
275;2.145E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.498E-0005;-3.637E-0005;
276;2.153E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.748E-0005;-3.808E-0005;
277;2.160E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.938E-0005;-3.906E-0005;
278;2.168E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.761E-0005;-3.784E-0005;
279;2.176E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.333E-0005;-3.558E-0005;
280;2.184E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.114E-0005;-3.198E-0005;
281;2.192E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.236E-0005;-2.935E-0005;
282;2.200E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.480E-0005;-2.899E-0005;
283;2.207E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.455E-0005;-2.923E-0005;
284;2.215E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.645E-0005;-3.137E-0005;
285;2.223E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.791E-0005;-3.198E-0005;
286;2.231E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.669E-0005;-3.344E-0005;
287;2.239E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.364E-0005;-3.436E-0005;
288;2.247E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.065E-0005;-3.686E-0005;
289;2.254E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.040E-0005;-3.930E-0005;
290;2.262E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.626E-0005;-4.156E-0005;
291;2.270E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.029E-0005;-4.186E-0005;
292;2.278E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.108E-0005;-4.443E-0005;
293;2.286E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.224E-0005;-4.724E-0005;
294;2.294E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.310E-0005;-4.876E-0005;
295;2.301E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.462E-0005;-5.004E-0005;
296;2.309E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.896E-0005;-4.956E-0005;
297;2.317E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-5.036E-0005;-4.620E-0005;
298;2.325E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.841E-0005;-4.205E-0005;
299;2.333E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.700E-0005;-4.095E-0005;
300;2.341E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.298E-0005;-3.839E-0005;
301;2.348E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.614E-0005;-3.588E-0005;
302;2.356E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.230E-0005;-3.485E-0005;
303;2.364E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.028E-0005;-3.552E-0005;
304;2.372E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.175E-0005;-3.448E-0005;
305;2.380E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.407E-0005;-3.228E-0005;
306;2.387E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.370E-0005;-3.015E-0005;
307;2.395E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.144E-0005;-2.746E-0005;
308;2.403E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.077E-0005;-2.691E-0005;
309;2.411E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.339E-0005;-2.795E-0005;
310;2.419E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.547E-0005;-2.990E-0005;
311;2.427E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.492E-0005;-3.222E-0005;
312;2.434E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.370E-0005;-3.460E-0005;
313;2.442E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.077E-0005;-3.497E-0005;
314;2.450E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.906E-0005;-3.619E-0005;
315;2.458E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.863E-0005;-3.533E-0005;
316;2.466E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.315E-0005;-3.344E-0005;
317;2.474E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.431E-0005;-3.021E-0005;
318;2.481E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.266E-0005;-2.740E-0005;
319;2.489E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.827E-0005;-2.593E-0005;
320;2.497E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.717E-0005;-2.593E-0005;
321;2.505E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.046E-0005;-2.685E-0005;
322;2.513E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.266E-0005;-2.972E-0005;
323;2.521E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.419E-0005;-3.356E-0005;
324;2.528E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.577E-0005;-3.747E-0005;
325;2.536E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.718E-0005;-4.241E-0005;
326;2.544E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.809E-0005;-4.376E-0005;
327;2.552E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.846E-0005;-4.382E-0005;
328;2.560E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.864E-0005;-4.400E-0005;
329;2.568E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.883E-0005;-4.211E-0005;
330;2.575E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.596E-0005;-3.839E-0005;
331;2.583E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.223E-0005;-3.472E-0005;
332;2.591E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.650E-0005;-3.070E-0005;
333;2.599E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.546E-0005;-3.027E-0005;
334;2.607E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.016E-0005;-3.124E-0005;
335;2.614E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.547E-0005;-3.320E-0005;
336;2.622E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.803E-0005;-3.582E-0005;
337;2.630E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.736E-0005;-3.814E-0005;
338;2.638E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.352E-0005;-3.900E-0005;
339;2.646E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.010E-0005;-3.857E-0005;
340;2.654E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.894E-0005;-3.723E-0005;
341;2.661E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.869E-0005;-3.436E-0005;
342;2.669E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.967E-0005;-2.996E-0005;
343;2.677E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.223E-0005;-2.783E-0005;
344;2.685E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.461E-0005;-2.716E-0005;
345;2.693E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.699E-0005;-2.777E-0005;
346;2.701E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.779E-0005;-2.893E-0005;
347;2.708E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.742E-0005;-3.332E-0005;
348;2.716E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.803E-0005;-3.967E-0005;
349;2.724E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.035E-0005;-4.718E-0005;
350;2.732E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.377E-0005;-5.511E-0005;
351;2.740E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.212E-0005;-5.932E-0005;
352;2.748E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.919E-0005;-6.115E-0005;
353;2.755E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.754E-0005;-5.920E-0005;
354;2.763E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.339E-0005;-5.407E-0005;
355;2.771E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.205E-0005;-4.467E-0005;
356;2.779E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.802E-0005;-3.533E-0005;
357;2.787E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.229E-0005;-2.752E-0005;
358;2.795E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.253E-0005;-2.203E-0005;
359;2.802E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.515E-0005;-2.032E-0005;
360;2.810E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.680E-0005;-2.069E-0005;
361;2.818E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.046E-0005;-2.545E-0005;
362;2.826E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.236E-0005;-2.966E-0005;
363;2.834E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.352E-0005;-3.234E-0005;
364;2.841E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.309E-0005;-3.186E-0005;
365;2.849E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.181E-0005;-3.082E-0005;
366;2.857E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.790E-0005;-2.770E-0005;
367;2.865E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.357E-0005;-2.557E-0005;
368;2.873E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.893E-0005;-2.294E-0005;
369;2.881E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.997E-0005;-2.172E-0005;
370;2.888E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.332E-0005;-1.989E-0005;
371;2.896E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.607E-0005;-1.770E-0005;
372;2.904E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.705E-0005;-1.672E-0005;
373;2.912E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.711E-0005;-1.812E-0005;
374;2.920E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.729E-0005;-2.020E-0005;
375;2.928E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.637E-0005;-2.435E-0005;
376;2.935E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.271E-0005;-2.832E-0005;
377;2.943E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.911E-0005;-3.094E-0005;
378;2.951E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.807E-0005;-3.179E-0005;
379;2.959E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.887E-0005;-3.082E-0005;
380;2.967E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.881E-0005;-2.941E-0005;
381;2.975E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.795E-0005;-2.716E-0005;
382;2.982E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.582E-0005;-2.447E-0005;
383;2.990E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.283E-0005;-2.014E-0005;
384;2.998E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.209E-0005;-1.751E-0005;
385;3.006E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.075E-0005;-1.599E-0005;
386;3.014E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.032E-0005;-1.763E-0005;
387;3.022E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-7.820E-0006;-2.111E-0005;
388;3.029E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-6.599E-0006;-2.343E-0005;
389;3.037E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-6.966E-0006;-2.581E-0005;
390;3.045E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-6.050E-0006;-2.868E-0005;
391;3.053E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-6.966E-0006;-3.137E-0005;
392;3.061E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-9.956E-0006;-3.485E-0005;
393;3.068E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.325E-0005;-3.637E-0005;
394;3.076E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.716E-0005;-3.747E-0005;
395;3.084E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.801E-0005;-3.625E-0005;
396;3.092E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.667E-0005;-3.161E-0005;
397;3.100E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.569E-0005;-2.636E-0005;
398;3.108E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.752E-0005;-1.983E-0005;
399;3.115E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.759E-0005;-1.580E-0005;
400;3.123E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.478E-0005;-1.275E-0005;
401;3.131E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.289E-0005;-1.324E-0005;
402;3.139E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.154E-0005;-1.403E-0005;
403;3.147E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.124E-0005;-1.464E-0005;
404;3.155E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.057E-0005;-1.544E-0005;
405;3.162E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-8.430E-0006;-1.635E-0005;
406;3.170E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.036E-0006;-1.464E-0005;
407;3.178E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;9.689E-0007;-1.196E-0005;
408;3.186E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.823E-0006;-8.967E-0006;
409;3.194E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;9.689E-0007;-6.159E-0006;
410;3.202E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.556E-0006;-5.793E-0006;
411;3.209E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.884E-0006;-5.488E-0006;
412;3.217E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.205E-0006;-8.784E-0006;
413;3.225E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.120E-0006;-8.662E-0006;
414;3.233E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.632E-0006;-8.845E-0006;
