Clinic;Address;Operator;
ROLAND CONSULT Stasche & Finger GmbH;;;
Patient;Sex;Age;DateOfBirth;TestDate;PatId
sample_photopic_recoring, Psammomys;F;;2020-11-24;01/01/2009 01:47:22;
Class;RETIport;
Chan;Name;Range(+/-[V]);LowCut[Hz];HighCut[Hz];StimCode;StimDev;StimFreq;
1;R-1 photopic 1.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
2;L-2 photopic 1.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
3;R-1 photopic 3.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
4;L-2 photopic 3.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
5;R-1 photopic 10.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
6;L-2 photopic 10.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
Plots of Group;2;photopic single flash 2
Length;512;Dist[s];4.89237E-4;Channels;6
RAW DATA SECTION:;(v2: vertically stored)
Index;Time[s];Channel Values[V]
;;1;2;3;4;5;6;
;;R-1 photopic 1.0;L-2 photopic 1.0;R-1 photopic 3.0;L-2 photopic 3.0;R-1 photopic 10.0;L-2 photopic 10.0;
150;7.290E-0002;0.000E+0000;0.000E+0000;2.923E-0005;1.996E-0005;9.156E-0006;-2.892E-0006;
151;7.339E-0002;0.000E+0000;0.000E+0000;2.801E-0005;2.021E-0005;1.025E-0005;-1.244E-0006;
152;7.387E-0002;0.000E+0000;0.000E+0000;2.605E-0005;1.905E-0005;1.221E-0005;1.014E-0006;
153;7.436E-0002;0.000E+0000;0.000E+0000;2.447E-0005;1.886E-0005;1.404E-0005;2.906E-0006;
154;7.485E-0002;0.000E+0000;0.000E+0000;2.331E-0005;1.941E-0005;1.416E-0005;2.540E-0006;
155;7.534E-0002;0.000E+0000;0.000E+0000;2.270E-0005;1.972E-0005;1.441E-0005;3.089E-0006;
156;7.583E-0002;0.000E+0000;0.000E+0000;2.190E-0005;1.984E-0005;1.556E-0005;4.798E-0006;
157;7.632E-0002;0.000E+0000;0.000E+0000;2.025E-0005;1.905E-0005;1.691E-0005;6.995E-0006;
158;7.681E-0002;0.000E+0000;0.000E+0000;1.848E-0005;1.770E-0005;1.831E-0005;1.023E-0005;
159;7.730E-0002;0.000E+0000;0.000E+0000;1.641E-0005;1.673E-0005;2.014E-0005;1.340E-0005;
160;7.779E-0002;0.000E+0000;0.000E+0000;1.525E-0005;1.618E-0005;2.094E-0005;1.615E-0005;
161;7.828E-0002;0.000E+0000;0.000E+0000;1.391E-0005;1.575E-0005;2.130E-0005;1.823E-0005;
162;7.877E-0002;0.000E+0000;0.000E+0000;1.263E-0005;1.367E-0005;2.258E-0005;2.079E-0005;
163;7.926E-0002;0.000E+0000;0.000E+0000;1.220E-0005;1.251E-0005;2.307E-0005;2.299E-0005;
164;7.975E-0002;0.000E+0000;0.000E+0000;1.159E-0005;1.239E-0005;2.313E-0005;2.439E-0005;
165;8.023E-0002;0.000E+0000;0.000E+0000;1.073E-0005;1.233E-0005;2.283E-0005;2.451E-0005;
166;8.072E-0002;0.000E+0000;0.000E+0000;1.049E-0005;1.227E-0005;2.252E-0005;2.433E-0005;
167;8.121E-0002;0.000E+0000;0.000E+0000;9.574E-0006;1.184E-0005;2.210E-0005;2.427E-0005;
168;8.170E-0002;0.000E+0000;0.000E+0000;7.987E-0006;9.585E-0006;2.179E-0005;2.409E-0005;
169;8.219E-0002;0.000E+0000;0.000E+0000;6.095E-0006;7.510E-0006;2.142E-0005;2.366E-0005;
170;8.268E-0002;0.000E+0000;0.000E+0000;4.386E-0006;5.862E-0006;2.069E-0005;2.238E-0005;
171;8.317E-0002;0.000E+0000;0.000E+0000;3.470E-0006;4.885E-0006;1.898E-0005;2.030E-0005;
172;8.366E-0002;0.000E+0000;0.000E+0000;2.494E-0006;3.848E-0006;1.709E-0005;1.694E-0005;
173;8.415E-0002;0.000E+0000;0.000E+0000;1.334E-0006;2.688E-0006;1.618E-0005;1.359E-0005;
174;8.464E-0002;0.000E+0000;0.000E+0000;-6.998E-0008;7.349E-0007;1.550E-0005;1.029E-0005;
175;8.513E-0002;0.000E+0000;0.000E+0000;-2.267E-0006;-1.279E-0006;1.453E-0005;6.934E-0006;
176;8.562E-0002;0.000E+0000;0.000E+0000;-4.648E-0006;-3.354E-0006;1.422E-0005;4.310E-0006;
177;8.611E-0002;0.000E+0000;0.000E+0000;-6.906E-0006;-4.697E-0006;1.404E-0005;2.296E-0006;
178;8.659E-0002;0.000E+0000;0.000E+0000;-9.286E-0006;-6.589E-0006;1.398E-0005;-5.119E-0007;
179;8.708E-0002;0.000E+0000;0.000E+0000;-1.106E-0005;-7.993E-0006;1.282E-0005;-4.357E-0006;
180;8.757E-0002;0.000E+0000;0.000E+0000;-1.234E-0005;-9.153E-0006;1.160E-0005;-7.592E-0006;
181;8.806E-0002;0.000E+0000;0.000E+0000;-1.319E-0005;-1.001E-0005;1.086E-0005;-9.850E-0006;
182;8.855E-0002;0.000E+0000;0.000E+0000;-1.338E-0005;-1.074E-0005;9.522E-0006;-1.162E-0005;
183;8.904E-0002;0.000E+0000;0.000E+0000;-1.362E-0005;-1.129E-0005;6.837E-0006;-1.309E-0005;
184;8.953E-0002;0.000E+0000;0.000E+0000;-1.472E-0005;-1.202E-0005;3.846E-0006;-1.437E-0005;
185;9.002E-0002;0.000E+0000;0.000E+0000;-1.618E-0005;-1.367E-0005;1.160E-0006;-1.504E-0005;
186;9.051E-0002;0.000E+0000;0.000E+0000;-1.740E-0005;-1.532E-0005;-2.074E-0006;-1.479E-0005;
187;9.100E-0002;0.000E+0000;0.000E+0000;-1.795E-0005;-1.629E-0005;-4.943E-0006;-1.504E-0005;
188;9.149E-0002;0.000E+0000;0.000E+0000;-1.795E-0005;-1.715E-0005;-8.300E-0006;-1.595E-0005;
189;9.198E-0002;0.000E+0000;0.000E+0000;-1.722E-0005;-1.745E-0005;-1.172E-0005;-1.736E-0005;
190;9.247E-0002;0.000E+0000;0.000E+0000;-1.667E-0005;-1.745E-0005;-1.459E-0005;-1.785E-0005;
191;9.295E-0002;0.000E+0000;0.000E+0000;-1.673E-0005;-1.751E-0005;-1.733E-0005;-1.846E-0005;
192;9.344E-0002;0.000E+0000;0.000E+0000;-1.771E-0005;-1.916E-0005;-1.971E-0005;-1.852E-0005;
193;9.393E-0002;0.000E+0000;0.000E+0000;-1.911E-0005;-2.118E-0005;-2.167E-0005;-1.833E-0005;
194;9.442E-0002;0.000E+0000;0.000E+0000;-2.058E-0005;-2.203E-0005;-2.405E-0005;-1.919E-0005;
195;9.491E-0002;0.000E+0000;0.000E+0000;-2.180E-0005;-2.270E-0005;-2.759E-0005;-2.163E-0005;
196;9.540E-0002;0.000E+0000;0.000E+0000;-2.278E-0005;-2.264E-0005;-3.027E-0005;-2.316E-0005;
197;9.589E-0002;0.000E+0000;0.000E+0000;-2.375E-0005;-2.270E-0005;-3.198E-0005;-2.364E-0005;
198;9.638E-0002;0.000E+0000;0.000E+0000;-2.522E-0005;-2.368E-0005;-3.216E-0005;-2.224E-0005;
199;9.687E-0002;0.000E+0000;0.000E+0000;-2.644E-0005;-2.466E-0005;-3.180E-0005;-2.053E-0005;
200;9.736E-0002;0.000E+0000;0.000E+0000;-2.772E-0005;-2.545E-0005;-3.064E-0005;-1.748E-0005;
201;9.785E-0002;0.000E+0000;0.000E+0000;-2.863E-0005;-2.606E-0005;-2.936E-0005;-1.424E-0005;
202;9.834E-0002;0.000E+0000;0.000E+0000;-2.931E-0005;-2.740E-0005;-2.814E-0005;-1.101E-0005;
203;9.883E-0002;0.000E+0000;0.000E+0000;-3.016E-0005;-2.990E-0005;-2.618E-0005;-7.897E-0006;
204;9.932E-0002;0.000E+0000;0.000E+0000;-3.010E-0005;-3.247E-0005;-2.527E-0005;-6.005E-0006;
205;9.980E-0002;0.000E+0000;0.000E+0000;-2.961E-0005;-3.436E-0005;-2.411E-0005;-4.540E-0006;
206;1.003E-0001;0.000E+0000;0.000E+0000;-2.937E-0005;-3.650E-0005;-2.258E-0005;-3.442E-0006;
207;1.008E-0001;0.000E+0000;0.000E+0000;-2.924E-0005;-3.760E-0005;-2.063E-0005;-2.770E-0006;
208;1.013E-0001;0.000E+0000;0.000E+0000;-2.955E-0005;-3.998E-0005;-1.953E-0005;-2.038E-0006;
209;1.018E-0001;0.000E+0000;0.000E+0000;-3.053E-0005;-4.278E-0005;-1.855E-0005;-1.733E-0006;
210;1.023E-0001;0.000E+0000;0.000E+0000;-3.163E-0005;-4.449E-0005;-1.752E-0005;-2.221E-0006;
211;1.027E-0001;0.000E+0000;0.000E+0000;-3.266E-0005;-4.522E-0005;-1.611E-0005;-3.014E-0006;
212;1.032E-0001;0.000E+0000;0.000E+0000;-3.431E-0005;-4.455E-0005;-1.514E-0005;-5.028E-0006;
213;1.037E-0001;0.000E+0000;0.000E+0000;-3.565E-0005;-4.156E-0005;-1.453E-0005;-7.043E-0006;
214;1.042E-0001;0.000E+0000;0.000E+0000;-3.620E-0005;-3.723E-0005;-1.471E-0005;-9.545E-0006;
215;1.047E-0001;0.000E+0000;0.000E+0000;-3.645E-0005;-3.283E-0005;-1.507E-0005;-1.199E-0005;
216;1.052E-0001;0.000E+0000;0.000E+0000;-3.602E-0005;-2.893E-0005;-1.501E-0005;-1.412E-0005;
217;1.057E-0001;0.000E+0000;0.000E+0000;-3.504E-0005;-2.557E-0005;-1.434E-0005;-1.608E-0005;
218;1.062E-0001;0.000E+0000;0.000E+0000;-3.462E-0005;-2.374E-0005;-1.410E-0005;-1.797E-0005;
219;1.067E-0001;0.000E+0000;0.000E+0000;-3.517E-0005;-2.368E-0005;-1.465E-0005;-2.004E-0005;
220;1.071E-0001;0.000E+0000;0.000E+0000;-3.510E-0005;-2.282E-0005;-1.562E-0005;-2.194E-0005;
221;1.076E-0001;0.000E+0000;0.000E+0000;-3.462E-0005;-2.118E-0005;-1.648E-0005;-2.352E-0005;
222;1.081E-0001;0.000E+0000;0.000E+0000;-3.340E-0005;-1.965E-0005;-1.709E-0005;-2.511E-0005;
223;1.086E-0001;0.000E+0000;0.000E+0000;-3.278E-0005;-1.941E-0005;-1.770E-0005;-2.566E-0005;
224;1.091E-0001;0.000E+0000;0.000E+0000;-3.193E-0005;-1.916E-0005;-1.788E-0005;-2.572E-0005;
225;1.096E-0001;0.000E+0000;0.000E+0000;-3.187E-0005;-1.983E-0005;-1.794E-0005;-2.523E-0005;
226;1.101E-0001;0.000E+0000;0.000E+0000;-3.199E-0005;-2.069E-0005;-1.794E-0005;-2.493E-0005;
227;1.106E-0001;0.000E+0000;0.000E+0000;-3.199E-0005;-2.166E-0005;-1.935E-0005;-2.395E-0005;
228;1.111E-0001;0.000E+0000;0.000E+0000;-3.181E-0005;-2.185E-0005;-2.014E-0005;-2.340E-0005;
229;1.115E-0001;0.000E+0000;0.000E+0000;-3.205E-0005;-2.209E-0005;-2.136E-0005;-2.389E-0005;
230;1.120E-0001;0.000E+0000;0.000E+0000;-3.187E-0005;-2.270E-0005;-2.277E-0005;-2.486E-0005;
231;1.125E-0001;0.000E+0000;0.000E+0000;-3.156E-0005;-2.258E-0005;-2.338E-0005;-2.480E-0005;
232;1.130E-0001;0.000E+0000;0.000E+0000;-3.114E-0005;-2.240E-0005;-2.417E-0005;-2.425E-0005;
233;1.135E-0001;0.000E+0000;0.000E+0000;-3.169E-0005;-2.398E-0005;-2.484E-0005;-2.377E-0005;
234;1.140E-0001;0.000E+0000;0.000E+0000;-3.278E-0005;-2.490E-0005;-2.539E-0005;-2.285E-0005;
235;1.145E-0001;0.000E+0000;0.000E+0000;-3.370E-0005;-2.527E-0005;-2.631E-0005;-2.279E-0005;
236;1.150E-0001;0.000E+0000;0.000E+0000;-3.382E-0005;-2.496E-0005;-2.844E-0005;-2.419E-0005;
237;1.155E-0001;0.000E+0000;0.000E+0000;-3.376E-0005;-2.447E-0005;-3.033E-0005;-2.450E-0005;
238;1.159E-0001;0.000E+0000;0.000E+0000;-3.401E-0005;-2.429E-0005;-3.113E-0005;-2.334E-0005;
239;1.164E-0001;0.000E+0000;0.000E+0000;-3.443E-0005;-2.466E-0005;-3.137E-0005;-2.120E-0005;
240;1.169E-0001;0.000E+0000;0.000E+0000;-3.529E-0005;-2.630E-0005;-3.082E-0005;-1.840E-0005;
241;1.174E-0001;0.000E+0000;0.000E+0000;-3.584E-0005;-2.698E-0005;-3.003E-0005;-1.528E-0005;
242;1.179E-0001;0.000E+0000;0.000E+0000;-3.559E-0005;-2.716E-0005;-2.917E-0005;-1.205E-0005;
243;1.184E-0001;0.000E+0000;0.000E+0000;-3.571E-0005;-2.887E-0005;-2.783E-0005;-8.630E-0006;
244;1.189E-0001;0.000E+0000;0.000E+0000;-3.626E-0005;-3.174E-0005;-2.618E-0005;-5.395E-0006;
245;1.194E-0001;0.000E+0000;0.000E+0000;-3.596E-0005;-3.454E-0005;-2.447E-0005;-3.014E-0006;
246;1.199E-0001;0.000E+0000;0.000E+0000;-3.578E-0005;-3.692E-0005;-2.264E-0005;-6.340E-0007;
247;1.204E-0001;0.000E+0000;0.000E+0000;-3.510E-0005;-3.839E-0005;-2.093E-0005;1.595E-0007;
248;1.208E-0001;0.000E+0000;0.000E+0000;-3.462E-0005;-3.906E-0005;-1.941E-0005;1.136E-0006;
249;1.213E-0001;0.000E+0000;0.000E+0000;-3.523E-0005;-4.101E-0005;-1.776E-0005;1.930E-0006;
250;1.218E-0001;0.000E+0000;0.000E+0000;-3.675E-0005;-4.376E-0005;-1.593E-0005;2.357E-0006;
251;1.223E-0001;0.000E+0000;0.000E+0000;-3.877E-0005;-4.577E-0005;-1.453E-0005;1.868E-0006;
252;1.228E-0001;0.000E+0000;0.000E+0000;-4.035E-0005;-4.516E-0005;-1.337E-0005;1.197E-0006;
253;1.233E-0001;0.000E+0000;0.000E+0000;-4.157E-0005;-4.187E-0005;-1.312E-0005;-6.950E-0007;
254;1.238E-0001;0.000E+0000;0.000E+0000;-4.194E-0005;-3.772E-0005;-1.337E-0005;-3.197E-0006;
255;1.243E-0001;0.000E+0000;0.000E+0000;-4.084E-0005;-3.338E-0005;-1.373E-0005;-6.371E-0006;
256;1.248E-0001;0.000E+0000;0.000E+0000;-3.986E-0005;-3.033E-0005;-1.392E-0005;-8.996E-0006;
257;1.252E-0001;0.000E+0000;0.000E+0000;-3.925E-0005;-2.765E-0005;-1.440E-0005;-1.180E-0005;
258;1.257E-0001;0.000E+0000;0.000E+0000;-3.889E-0005;-2.600E-0005;-1.477E-0005;-1.424E-0005;
259;1.262E-0001;0.000E+0000;0.000E+0000;-3.877E-0005;-2.459E-0005;-1.520E-0005;-1.650E-0005;
260;1.267E-0001;0.000E+0000;0.000E+0000;-3.852E-0005;-2.331E-0005;-1.630E-0005;-1.962E-0005;
261;1.272E-0001;0.000E+0000;0.000E+0000;-3.785E-0005;-2.191E-0005;-1.776E-0005;-2.273E-0005;
262;1.277E-0001;0.000E+0000;0.000E+0000;-3.779E-0005;-2.118E-0005;-1.947E-0005;-2.523E-0005;
263;1.282E-0001;0.000E+0000;0.000E+0000;-3.779E-0005;-2.026E-0005;-1.984E-0005;-2.663E-0005;
264;1.287E-0001;0.000E+0000;0.000E+0000;-3.748E-0005;-2.032E-0005;-2.045E-0005;-2.706E-0005;
265;1.292E-0001;0.000E+0000;0.000E+0000;-3.724E-0005;-2.020E-0005;-2.106E-0005;-2.718E-0005;
266;1.296E-0001;0.000E+0000;0.000E+0000;-3.700E-0005;-2.112E-0005;-2.148E-0005;-2.700E-0005;
267;1.301E-0001;0.000E+0000;0.000E+0000;-3.632E-0005;-2.240E-0005;-2.209E-0005;-2.688E-0005;
268;1.306E-0001;0.000E+0000;0.000E+0000;-3.578E-0005;-2.435E-0005;-2.325E-0005;-2.596E-0005;
269;1.311E-0001;0.000E+0000;0.000E+0000;-3.510E-0005;-2.612E-0005;-2.435E-0005;-2.584E-0005;
270;1.316E-0001;0.000E+0000;0.000E+0000;-3.455E-0005;-2.807E-0005;-2.557E-0005;-2.572E-0005;
271;1.321E-0001;0.000E+0000;0.000E+0000;-3.376E-0005;-3.058E-0005;-2.710E-0005;-2.639E-0005;
272;1.326E-0001;0.000E+0000;0.000E+0000;-3.352E-0005;-3.296E-0005;-2.801E-0005;-2.633E-0005;
273;1.331E-0001;0.000E+0000;0.000E+0000;-3.388E-0005;-3.564E-0005;-2.893E-0005;-2.670E-0005;
274;1.336E-0001;0.000E+0000;0.000E+0000;-3.584E-0005;-4.010E-0005;-2.930E-0005;-2.596E-0005;
275;1.341E-0001;0.000E+0000;0.000E+0000;-3.791E-0005;-4.345E-0005;-2.978E-0005;-2.468E-0005;
276;1.345E-0001;0.000E+0000;0.000E+0000;-3.956E-0005;-4.553E-0005;-3.131E-0005;-2.456E-0005;
277;1.350E-0001;0.000E+0000;0.000E+0000;-4.090E-0005;-4.614E-0005;-3.430E-0005;-2.670E-0005;
278;1.355E-0001;0.000E+0000;0.000E+0000;-4.212E-0005;-4.480E-0005;-3.693E-0005;-2.694E-0005;
279;1.360E-0001;0.000E+0000;0.000E+0000;-4.347E-0005;-4.150E-0005;-3.851E-0005;-2.578E-0005;
280;1.365E-0001;0.000E+0000;0.000E+0000;-4.438E-0005;-3.723E-0005;-3.937E-0005;-2.340E-0005;
281;1.370E-0001;0.000E+0000;0.000E+0000;-4.475E-0005;-3.338E-0005;-3.918E-0005;-2.065E-0005;
282;1.375E-0001;0.000E+0000;0.000E+0000;-4.438E-0005;-2.923E-0005;-3.882E-0005;-1.791E-0005;
283;1.380E-0001;0.000E+0000;0.000E+0000;-4.322E-0005;-2.521E-0005;-3.821E-0005;-1.528E-0005;
284;1.385E-0001;0.000E+0000;0.000E+0000;-4.237E-0005;-2.258E-0005;-3.723E-0005;-1.235E-0005;
285;1.389E-0001;0.000E+0000;0.000E+0000;-4.182E-0005;-2.093E-0005;-3.564E-0005;-9.362E-0006;
286;1.394E-0001;0.000E+0000;0.000E+0000;-4.048E-0005;-1.880E-0005;-3.430E-0005;-6.676E-0006;
287;1.399E-0001;0.000E+0000;0.000E+0000;-3.901E-0005;-1.611E-0005;-3.332E-0005;-4.845E-0006;
288;1.404E-0001;0.000E+0000;0.000E+0000;-3.791E-0005;-1.391E-0005;-3.174E-0005;-3.991E-0006;
289;1.409E-0001;0.000E+0000;0.000E+0000;-3.748E-0005;-1.208E-0005;-3.088E-0005;-4.601E-0006;
290;1.414E-0001;0.000E+0000;0.000E+0000;-3.687E-0005;-1.135E-0005;-3.003E-0005;-4.723E-0006;
291;1.419E-0001;0.000E+0000;0.000E+0000;-3.632E-0005;-1.172E-0005;-2.905E-0005;-4.967E-0006;
292;1.424E-0001;0.000E+0000;0.000E+0000;-3.584E-0005;-1.159E-0005;-2.844E-0005;-5.578E-0006;
293;1.429E-0001;0.000E+0000;0.000E+0000;-3.449E-0005;-1.111E-0005;-2.789E-0005;-6.554E-0006;
294;1.433E-0001;0.000E+0000;0.000E+0000;-3.346E-0005;-1.074E-0005;-2.765E-0005;-8.080E-0006;
295;1.438E-0001;0.000E+0000;0.000E+0000;-3.242E-0005;-1.025E-0005;-2.759E-0005;-1.003E-0005;
296;1.443E-0001;0.000E+0000;0.000E+0000;-3.132E-0005;-9.946E-0006;-2.814E-0005;-1.247E-0005;
297;1.448E-0001;0.000E+0000;0.000E+0000;-3.077E-0005;-1.025E-0005;-2.869E-0005;-1.510E-0005;
298;1.453E-0001;0.000E+0000;0.000E+0000;-3.089E-0005;-1.104E-0005;-2.887E-0005;-1.754E-0005;
299;1.458E-0001;0.000E+0000;0.000E+0000;-3.089E-0005;-1.190E-0005;-2.808E-0005;-1.907E-0005;
300;1.463E-0001;0.000E+0000;0.000E+0000;-3.101E-0005;-1.336E-0005;-2.765E-0005;-2.084E-0005;
301;1.468E-0001;0.000E+0000;0.000E+0000;-3.120E-0005;-1.477E-0005;-2.808E-0005;-2.377E-0005;
302;1.473E-0001;0.000E+0000;0.000E+0000;-3.077E-0005;-1.477E-0005;-2.887E-0005;-2.609E-0005;
303;1.477E-0001;0.000E+0000;0.000E+0000;-3.028E-0005;-1.440E-0005;-2.985E-0005;-2.786E-0005;
304;1.482E-0001;0.000E+0000;0.000E+0000;-3.010E-0005;-1.434E-0005;-2.978E-0005;-2.902E-0005;
305;1.487E-0001;0.000E+0000;0.000E+0000;-2.943E-0005;-1.434E-0005;-2.997E-0005;-2.895E-0005;
306;1.492E-0001;0.000E+0000;0.000E+0000;-2.912E-0005;-1.404E-0005;-2.954E-0005;-2.834E-0005;
307;1.497E-0001;0.000E+0000;0.000E+0000;-2.955E-0005;-1.446E-0005;-2.917E-0005;-2.749E-0005;
308;1.502E-0001;0.000E+0000;0.000E+0000;-2.967E-0005;-1.465E-0005;-2.893E-0005;-2.645E-0005;
309;1.507E-0001;0.000E+0000;0.000E+0000;-2.973E-0005;-1.452E-0005;-2.960E-0005;-2.541E-0005;
310;1.512E-0001;0.000E+0000;0.000E+0000;-2.912E-0005;-1.379E-0005;-2.978E-0005;-2.468E-0005;
311;1.517E-0001;0.000E+0000;0.000E+0000;-2.845E-0005;-1.324E-0005;-3.076E-0005;-2.499E-0005;
312;1.522E-0001;0.000E+0000;0.000E+0000;-2.766E-0005;-1.227E-0005;-3.204E-0005;-2.554E-0005;
313;1.526E-0001;0.000E+0000;0.000E+0000;-2.668E-0005;-1.080E-0005;-3.326E-0005;-2.523E-0005;
314;1.531E-0001;0.000E+0000;0.000E+0000;-2.619E-0005;-1.043E-0005;-3.455E-0005;-2.486E-0005;
315;1.536E-0001;0.000E+0000;0.000E+0000;-2.680E-0005;-1.159E-0005;-3.522E-0005;-2.413E-0005;
316;1.541E-0001;0.000E+0000;0.000E+0000;-2.747E-0005;-1.239E-0005;-3.564E-0005;-2.303E-0005;
317;1.546E-0001;0.000E+0000;0.000E+0000;-2.876E-0005;-1.288E-0005;-3.674E-0005;-2.309E-0005;
318;1.551E-0001;0.000E+0000;0.000E+0000;-2.888E-0005;-1.227E-0005;-3.863E-0005;-2.425E-0005;
319;1.556E-0001;0.000E+0000;0.000E+0000;-2.821E-0005;-1.123E-0005;-4.040E-0005;-2.462E-0005;
320;1.561E-0001;0.000E+0000;0.000E+0000;-2.705E-0005;-1.007E-0005;-4.150E-0005;-2.352E-0005;
321;1.566E-0001;0.000E+0000;0.000E+0000;-2.632E-0005;-9.397E-0006;-4.193E-0005;-2.163E-0005;
322;1.570E-0001;0.000E+0000;0.000E+0000;-2.613E-0005;-9.336E-0006;-4.132E-0005;-1.894E-0005;
323;1.575E-0001;0.000E+0000;0.000E+0000;-2.601E-0005;-8.970E-0006;-3.986E-0005;-1.571E-0005;
324;1.580E-0001;0.000E+0000;0.000E+0000;-2.558E-0005;-8.298E-0006;-3.845E-0005;-1.284E-0005;
325;1.585E-0001;0.000E+0000;0.000E+0000;-2.583E-0005;-8.359E-0006;-3.662E-0005;-9.606E-0006;
326;1.590E-0001;0.000E+0000;0.000E+0000;-2.564E-0005;-8.054E-0006;-3.467E-0005;-6.493E-0006;
327;1.595E-0001;0.000E+0000;0.000E+0000;-2.564E-0005;-7.871E-0006;-3.332E-0005;-4.052E-0006;
328;1.600E-0001;0.000E+0000;0.000E+0000;-2.552E-0005;-7.017E-0006;-3.180E-0005;-1.977E-0006;
329;1.605E-0001;0.000E+0000;0.000E+0000;-2.528E-0005;-6.040E-0006;-2.972E-0005;-1.427E-0006;
330;1.610E-0001;0.000E+0000;0.000E+0000;-2.491E-0005;-5.247E-0006;-2.838E-0005;-9.391E-0007;
331;1.614E-0001;0.000E+0000;0.000E+0000;-2.509E-0005;-5.491E-0006;-2.728E-0005;-5.729E-0007;
332;1.619E-0001;0.000E+0000;0.000E+0000;-2.552E-0005;-6.528E-0006;-2.594E-0005;-9.391E-0007;
333;1.624E-0001;0.000E+0000;0.000E+0000;-2.564E-0005;-6.589E-0006;-2.466E-0005;-1.794E-0006;
334;1.629E-0001;0.000E+0000;0.000E+0000;-2.497E-0005;-5.979E-0006;-2.417E-0005;-2.709E-0006;
335;1.634E-0001;0.000E+0000;0.000E+0000;-2.418E-0005;-5.674E-0006;-2.435E-0005;-4.723E-0006;
336;1.639E-0001;0.000E+0000;0.000E+0000;-2.332E-0005;-5.185E-0006;-2.490E-0005;-6.737E-0006;
337;1.644E-0001;0.000E+0000;0.000E+0000;-2.229E-0005;-5.185E-0006;-2.478E-0005;-8.630E-0006;
338;1.649E-0001;0.000E+0000;0.000E+0000;-2.210E-0005;-5.552E-0006;-2.472E-0005;-1.113E-0005;
339;1.654E-0001;0.000E+0000;0.000E+0000;-2.241E-0005;-6.589E-0006;-2.466E-0005;-1.315E-0005;
340;1.659E-0001;0.000E+0000;0.000E+0000;-2.204E-0005;-7.688E-0006;-2.454E-0005;-1.467E-0005;
341;1.663E-0001;0.000E+0000;0.000E+0000;-2.162E-0005;-8.542E-0006;-2.405E-0005;-1.601E-0005;
342;1.668E-0001;0.000E+0000;0.000E+0000;-2.143E-0005;-9.763E-0006;-2.441E-0005;-1.803E-0005;
343;1.673E-0001;0.000E+0000;0.000E+0000;-2.064E-0005;-1.050E-0005;-2.478E-0005;-1.962E-0005;
344;1.678E-0001;0.000E+0000;0.000E+0000;-2.052E-0005;-1.086E-0005;-2.515E-0005;-2.071E-0005;
345;1.683E-0001;0.000E+0000;0.000E+0000;-2.046E-0005;-1.074E-0005;-2.496E-0005;-2.096E-0005;
346;1.688E-0001;0.000E+0000;0.000E+0000;-2.039E-0005;-1.068E-0005;-2.502E-0005;-2.071E-0005;
347;1.693E-0001;0.000E+0000;0.000E+0000;-2.107E-0005;-1.092E-0005;-2.460E-0005;-2.017E-0005;
348;1.698E-0001;0.000E+0000;0.000E+0000;-2.143E-0005;-1.147E-0005;-2.423E-0005;-1.980E-0005;
349;1.703E-0001;0.000E+0000;0.000E+0000;-2.137E-0005;-1.227E-0005;-2.393E-0005;-1.894E-0005;
350;1.707E-0001;0.000E+0000;0.000E+0000;-2.107E-0005;-1.233E-0005;-2.411E-0005;-1.736E-0005;
351;1.712E-0001;0.000E+0000;0.000E+0000;-2.094E-0005;-1.227E-0005;-2.441E-0005;-1.693E-0005;
352;1.717E-0001;0.000E+0000;0.000E+0000;-2.058E-0005;-1.159E-0005;-2.557E-0005;-1.699E-0005;
353;1.722E-0001;0.000E+0000;0.000E+0000;-1.911E-0005;-1.037E-0005;-2.655E-0005;-1.778E-0005;
354;1.727E-0001;0.000E+0000;0.000E+0000;-1.814E-0005;-9.519E-0006;-2.765E-0005;-1.791E-0005;
355;1.732E-0001;0.000E+0000;0.000E+0000;-1.771E-0005;-9.397E-0006;-2.887E-0005;-1.815E-0005;
356;1.737E-0001;0.000E+0000;0.000E+0000;-1.832E-0005;-1.111E-0005;-2.960E-0005;-1.803E-0005;
357;1.742E-0001;0.000E+0000;0.000E+0000;-1.924E-0005;-1.233E-0005;-3.009E-0005;-1.717E-0005;
358;1.747E-0001;0.000E+0000;0.000E+0000;-1.942E-0005;-1.269E-0005;-3.113E-0005;-1.766E-0005;
359;1.751E-0001;0.000E+0000;0.000E+0000;-1.862E-0005;-1.184E-0005;-3.247E-0005;-1.888E-0005;
360;1.756E-0001;0.000E+0000;0.000E+0000;-1.801E-0005;-1.086E-0005;-3.363E-0005;-1.888E-0005;
361;1.761E-0001;0.000E+0000;0.000E+0000;-1.740E-0005;-9.641E-0006;-3.381E-0005;-1.742E-0005;
362;1.766E-0001;0.000E+0000;0.000E+0000;-1.710E-0005;-9.214E-0006;-3.406E-0005;-1.553E-0005;
363;1.771E-0001;0.000E+0000;0.000E+0000;-1.716E-0005;-8.970E-0006;-3.369E-0005;-1.302E-0005;
